procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 7716408 286764 8175376    0    0     0     0  731  517 46  5 49  0  0
 2  0      0 7716408 286764 8175376    0    0     0     0  751  572 47  4 49  0  0
 2  0      0 7716408 286764 8175376    0    0     0     0  722  505 46  5 49  0  0
 2  0      0 7716408 286764 8175376    0    0     0    16  746  557 47  4 49  0  0
 2  0      0 7716408 286764 8175380    0    0     0     0  723  528 46  5 49  0  0
 2  0      0 7716408 286764 8175380    0    0     0     0  752  566 47  5 49  0  0
 2  0      0 7716408 286764 8175380    0    0     0    12  744  537 46  5 49  0  0
 2  0      0 7716408 286764 8175380    0    0     0     0  766  564 46  5 49  0  0
 2  0      0 7716408 286764 8175380    0    0     0    16  749  541 47  4 49  0  0
 2  0      0 7716408 286764 8175380    0    0     0     0  772  594 46  5 49  0  0
 2  0      0 7719136 286764 8175380    0    0     0     0  801  614 45  6 49  0  0
 2  0      0 7719168 286764 8175380    0    0     0     8  741  529 46  5 49  0  0
 2  0      0 7719168 286764 8175380    0    0     0     0  745  520 47  5 49  0  0
 2  0      0 7719168 286764 8175380    0    0     0     0  776  560 45  6 49  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 7719168 286764 8175380    0    0     0    32  775  562 47  4 49  0  0
 2  0      0 7719168 286764 8175380    0    0     0     0  784  595 45  6 49  0  0
 2  0      0 7719168 286764 8175376    0    0     0    12  803  619 48  4 49  0  0
 2  0      0 7719168 286764 8175376    0    0     0     0  782  584 46  5 49  0  0
 2  0      0 7719168 286764 8175376    0    0     0     0  768  587 47  3 49  0  0
 2  0      0 7719168 286764 8175376    0    0     0     0  756  518 46  5 50  0  0
 2  0      0 7719168 286768 8175376    0    0     0    32  750  571 47  4 49  0  0
 2  0      0 7719168 286768 8175376    0    0     0     0  735  546 47  4 49  0  0
 2  0      0 7719168 286768 8175376    0    0     0     0  748  577 47  4 49  0  0
 2  0      0 7719168 286768 8175376    0    0     0     0  738  533 47  4 49  0  0
 2  0      0 7719168 286768 8175376    0    0     0     0  766  569 47  4 49  0  0
 2  0      0 7719168 286768 8175376    0    0     0     0  753  532 46  5 49  0  0
 2  0      0 7719168 286768 8175376    0    0     0    16  752  585 47  4 49  0  0
 2  0      0 7719168 286768 8175376    0    0     0     0  746  522 46  5 49  0  0
 2  0      0 7719168 286768 8175376    0    0     0     0  741  543 47  4 49  0  0
 2  0      0 7719168 286768 8175376    0    0     0     0  739  567 48  4 49  0  0
 2  0      0 7719168 286768 8175376    0    0     0     0  728  527 45  6 49  0  0
 2  0      0 7719168 286768 8175376    0    0     0     0  748  568 47  5 49  0  0
 2  0      0 7719168 286768 8175376    0    0     0    16  722  522 47  4 50  0  0
 2  0      0 7719168 286768 8175376    0    0     0     0  754  564 47  4 49  0  0
 2  0      0 7719168 286768 8175376    0    0     0     0  734  550 46  5 49  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 7719168 286768 8175376    0    0     0     0  762  510 47  3 50  0  0
 2  0      0 7719168 286768 8175376    0    0     0     0  778  573 46  5 49  0  0
 2  0      0 7719168 286768 8175376    0    0     0     0  760  516 47  4 49  0  0
 2  0      0 7719168 286768 8175376    0    0     0    16  759  538 46  5 49  0  0
 2  0      0 7719168 286768 8175376    0    0     0     0  738  513 47  4 49  0  0
 2  0      0 7719168 286768 8175376    0    0     0     0  762  535 46  5 49  0  0
 2  0      0 7719168 286768 8175376    0    0     0    24  733  506 46  5 49  0  0
 2  0      0 7719168 286768 8175376    0    0     0     0  809  706 48  4 49  0  0
 2  0      0 7719168 286768 8175376    0    0     0    16  732  522 46  5 49  0  0
 2  0      0 7719168 286768 8175376    0    0     0     0  751  504 46  4 49  0  0
 2  0      0 7719168 286768 8175376    0    0     0     0  760  561 47  4 49  0  0
 2  0      0 7719168 286768 8175376    0    0     0     4  750  519 47  4 49  0  0
 2  0      0 7719168 286768 8175376    0    0     0     0  757  544 44  6 49  0  0
 2  0      0 7719168 286768 8175376    0    0     0    16  750  525 48  3 49  0  0
 2  0      0 7719168 286768 8175376    0    0     0     0  741  531 46  5 49  0  0
 2  0      0 7719168 286768 8175380    0    0     0     0  719  505 47  4 49  0  0
 2  0      0 7719168 286768 8175380    0    0     0     8  763  561 45  6 49  0  0
 2  0      0 7719168 286768 8175380    0    0     0     0  727  519 46  4 49  0  0
 2  0      0 7719168 286768 8175380    0    0     0    16  760  561 45  6 49  0  0
 2  0      0 7719168 286768 8175380    0    0     0     0  738  511 46  5 49  0  0
 3  0      0 7719168 286768 8175380    0    0     0     0  753  550 47  4 49  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 7719168 286768 8175380    0    0     0     0  725  511 45  6 49  0  0
 3  0      0 7719168 286768 8175380    0    0     0     0  754  558 47  4 49  0  0
 2  0      0 7719168 286768 8175380    0    0     0    16  743  547 45  6 49  0  0
 2  0      0 7719168 286768 8175380    0    0     0     0  727  519 46  5 49  0  0
 2  0      0 7719168 286768 8175380    0    0     0     0  752  554 45  6 49  0  0
 2  0      0 7719168 286768 8175380    0    0     0     0  748  548 48  3 49  0  0
 2  0      0 7719168 286768 8175380    0    0     0     0  770  546 46  5 49  0  0
 2  0      0 7719168 286768 8175380    0    0     0    16  781  567 47  4 49  0  0
 2  0      0 7717804 286768 8175380    0    0     0     0  800  635 45  6 49  0  0
 2  0      0 7717804 286768 8175380    0    0     0     0  760  528 47  4 49  0  0
 2  0      0 7717804 286768 8175380    0    0     0     0  740  500 46  5 49  0  0
 2  0      0 7717804 286768 8175380    0    0     0     0  757  515 46  5 49  0  0
 2  0      0 7717804 286768 8175380    0    0     0    16  763  534 45  7 49  0  0
lstm training finishs batch_size 16 layer_num 4 layer_size 200
 2  0      0 7842472 286768 8175380    0    0     0     0 1786  760 42 12 47  0  0
 2  0      0 7693500 286768 8175384    0    0     0     0 1375 2103 35  5 60  0  0
 2  0      0 7692880 286768 8175376    0    0     0     0  701  444 49  2 50  0  0
 2  0      0 7692880 286768 8175376    0    0     0     0  693  437 47  4 50  0  0
 2  0      0 7692880 286768 8175376    0    0     0    16  721  507 49  2 49  0  0
 2  0      0 7692880 286768 8175376    0    0     0     0  710  468 47  4 49  0  0
 2  0      0 7692632 286768 8175376    0    0     0     0  704  488 47  3 49  0  0
 2  0      0 7692508 286768 8175376    0    0     0     0  738  512 47  4 50  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 7692508 286768 8175376    0    0     0     0  767  556 48  3 49  0  0
 2  0      0 7692508 286768 8175376    0    0     0    16  772  561 48  2 49  0  0
 2  0      0 7692508 286768 8175376    0    0     0     0  740  523 48  3 49  0  0
 2  0      0 7692508 286768 8175376    0    0     0     0  733  514 48  3 49  0  0
 2  0      0 7692508 286768 8175376    0    0     0     8  718  482 48  3 49  0  0
 2  0      0 7692508 286768 8175376    0    0     0     0  712  470 48  3 50  0  0
 2  0      0 7692508 286768 8175376    0    0     0     0  723  489 47  4 49  0  0
 2  0      0 7692508 286768 8175380    0    0     0    32  731  511 48  3 49  0  0
 2  0      0 7692508 286768 8175380    0    0     0     0  789  642 48  3 49  0  0
 2  0      0 7692508 286768 8175380    0    0     0    12  716  478 48  3 50  0  0
 2  0      0 7692508 286768 8175380    0    0     0     0  734  515 48  3 49  0  0
 2  0      0 7692508 286768 8175380    0    0     0     0  711  483 49  2 49  0  0
 2  0      0 7692508 286768 8175380    0    0     0     0  699  462 48  3 49  0  0
 2  0      0 7692508 286768 8175380    0    0     0    32  704  505 47  4 49  0  0
 2  0      0 7692508 286768 8175380    0    0     0     0  696  474 48  3 50  0  0
 2  0      0 7692508 286768 8175380    0    0     0     0  690  456 48  3 50  0  0
 2  0      0 7692508 286768 8175380    0    0     0     0  701  476 48  2 49  0  0
 2  0      0 7692508 286768 8175384    0    0     0     0  707  501 48  3 49  0  0
 2  0      0 7692508 286768 8175384    0    0     0     0  685  464 48  3 50  0  0
 2  0      0 7692508 286768 8175384    0    0     0    16  699  482 48  3 49  0  0
 2  0      0 7692508 286768 8175384    0    0     0     0  704  488 48  2 49  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 7692508 286768 8175384    0    0     0     0  685  459 47  3 49  0  0
 2  0      0 7692508 286768 8175384    0    0     0     0  695  474 49  2 49  0  0
 2  0      0 7692508 286768 8175384    0    0     0     0  699  500 47  3 49  0  0
 2  0      0 7692508 286768 8175384    0    0     0     0  689  465 47  4 50  0  0
 2  0      0 7692540 286768 8175384    0    0     0    16  695  482 48  3 50  0  0
 2  0      0 7692540 286768 8175384    0    0     0     0  689  472 47  4 49  0  0
 2  0      0 7692540 286768 8175384    0    0     0     0  697  485 47  4 49  0  0
 2  0      0 7692540 286768 8175384    0    0     0     0  693  483 49  2 50  0  0
 2  0      0 7692540 286768 8175384    0    0     0     0  709  490 48  2 49  0  0
 2  0      0 7692540 286768 8175384    0    0     0     0  723  520 47  4 49  0  0
 2  0      0 7692540 286768 8175384    0    0     0    16  721  493 49  2 49  0  0
 2  0      0 7689876 286768 8175384    0    0     0     0  752  566 46  5 49  0  0
 2  0      0 7689812 286768 8175384    0    0     0     0  719  487 48  3 49  0  0
 2  0      0 7689812 286768 8175384    0    0     0    20  714  499 49  2 49  0  0
 2  0      0 7689812 286768 8175384    0    0     0     0  713  480 47  4 49  0  0
 2  0      0 7689812 286768 8175384    0    0     0    16  711  484 48  3 49  0  0
 2  0      0 7689812 286768 8175384    0    0     0     0  724  515 48  3 49  0  0
 2  0      0 7689812 286768 8175384    0    0     0     0  707  488 48  3 50  0  0
 2  0      0 7689812 286768 8175384    0    0     0     8  717  505 47  4 49  0  0
 4  0      0 7689812 286768 8175384    0    0     0     0  706  473 48  3 50  0  0
 2  0      0 7689812 286768 8175384    0    0     0     0  720  490 47  3 49  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 7689812 286768 8175384    0    0     0    32  716  506 47  4 49  0  0
 2  0      0 7689812 286768 8175384    0    0     0     0  723  525 47  4 49  0  0
 2  0      0 7689812 286768 8175384    0    0     0     8  705  487 48  3 50  0  0
 2  0      0 7689812 286768 8175384    0    0     0     0  710  484 48  2 49  0  0
 2  0      0 7689812 286768 8175384    0    0     0     0  730  528 48  3 49  0  0
 2  0      0 7689812 286768 8175384    0    0     0     0  707  521 48  3 49  0  0
 2  0      0 7689812 286768 8175384    0    0     0    16  721  502 47  4 50  0  0
 2  0      0 7689812 286768 8175384    0    0     0     0  731  495 47  4 49  0  0
 2  0      0 7689812 286768 8175384    0    0     0     0  717  478 46  5 50  0  0
 2  0      0 7689812 286768 8175384    0    0     0     0  716  476 49  2 49  0  0
 2  0      0 7689812 286768 8175384    0    0     0     0  711  490 47  3 50  0  0
 2  0      0 7689812 286768 8175384    0    0     0     0  737  526 47  4 49  0  0
 2  0      0 7689812 286768 8175384    0    0     0    16  721  502 48  3 49  0  0
 2  0      0 7689812 286768 8175384    0    0     0     0  717  481 47  4 50  0  0
 2  0      0 7689812 286768 8175384    0    0     0     0  724  496 48  3 49  0  0
 2  0      0 7689812 286768 8175384    0    0     0     0  704  461 47  4 50  0  0
 2  0      0 7689812 286768 8175384    0    0     0     0  723  510 49  2 49  0  0
 2  0      0 7689812 286768 8175384    0    0     0     0  738  539 47  4 49  0  0
 2  0      0 7689812 286772 8175384    0    0     0    16  709  502 48  3 50  0  0
 2  0      0 7689812 286772 8175384    0    0     0     0  739  536 48  3 49  0  0
 2  0      0 7689812 286772 8175388    0    0     0     0  734  550 48  3 50  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 7689812 286772 8175392    0    0     0     0  781  629 46  5 49  0  0
 2  0      0 7689812 286772 8175392    0    0     0     0  746  569 49  2 49  0  0
 2  0      0 7689812 286772 8175392    0    0     0     0  715  514 48  3 50  0  0
 2  0      0 7689812 286772 8175392    0    0     0    16  739  559 48  3 49  0  0
 2  0      0 7689812 286772 8175392    0    0     0     0  727  527 47  4 50  0  0
 2  0      0 7689812 286772 8175392    0    0     0     0  733  522 48  3 49  0  0
 2  0      0 7689812 286772 8175392    0    0     0    12  713  515 47  3 49  0  0
 2  0      0 7689812 286772 8175392    0    0     0     0  736  565 47  4 49  0  0
 2  0      0 7689812 286772 8175392    0    0     0    16  734  547 47  3 49  0  0
 2  0      0 7689812 286772 8175392    0    0     0     0  706  503 47  3 50  0  0
 2  0      0 7689812 286772 8175392    0    0     0     0  734  551 49  2 49  0  0
 2  0      0 7689812 286772 8175392    0    0     0     8  730  553 48  3 50  0  0
 2  0      0 7689812 286772 8175392    0    0     0     0  721  515 48  3 50  0  0
 2  0      0 7688448 286772 8175392    0    0     0     0  765  599 47  4 49  0  0
 2  0      0 7688324 286776 8175392    0    0     0    32  729  540 46  4 49  0  0
 2  0      0 7688324 286776 8175392    0    0     0     0  724  537 47  4 49  0  0
 2  0      0 7688324 286776 8175392    0    0     0    12  747  548 48  3 49  0  0
 2  0      0 7688324 286776 8175392    0    0     0     0  724  518 48  3 49  0  0
 2  0      0 7688324 286776 8175392    0    0     0     0  718  516 48  3 49  0  0
 2  0      0 7688324 286776 8175392    0    0     0     0  741  576 47  3 49  0  0
 2  0      0 7688324 286776 8175392    0    0     0    32  727  546 48  3 50  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 7688324 286776 8175392    0    0     0     0  702  514 48  3 49  0  0
 2  0      0 7688324 286776 8175392    0    0     0     0  716  505 48  2 50  0  0
 2  0      0 7688324 286776 8175392    0    0     0     0  758  603 48  3 49  0  0
 2  0      0 7688324 286776 8175392    0    0     0     0  729  480 48  3 50  0  0
 2  0      0 7688324 286776 8175392    0    0     0     0  718  487 47  3 50  0  0
 2  0      0 7688324 286776 8175392    0    0     0    16  737  517 49  2 49  0  0
 2  0      0 7688324 286776 8175392    0    0     0     0  735  491 47  4 49  0  0
 2  0      0 7688324 286776 8175392    0    0     0     0  741  496 48  2 49  0  0
 3  0      0 7688324 286776 8175392    0    0     0     0  730  507 47  3 50  0  0
 2  0      0 7688324 286776 8175392    0    0     0     0  709  469 48  3 49  0  0
 2  0      0 7688324 286776 8175392    0    0     0     0  726  481 48  3 49  0  0
 2  0      0 7688324 286776 8175392    0    0     0    16  728  483 48  3 49  0  0
 2  0      0 7688324 286776 8175392    0    0     0     0  738  508 48  3 49  0  0
 2  0      0 7688324 286776 8175392    0    0     0     0  723  486 48  3 50  0  0
 2  0      0 7688324 286776 8175392    0    0     0     0  719  495 47  4 50  0  0
