procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 7611940 286852 8175600    0    0     0     0  689  458 48  3 50  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 7611940 286852 8175600    0    0     0     0  670  414 48  3 50  0  0
 2  0      0 7611940 286852 8175600    0    0     0     0  667  405 49  2 50  0  0
 2  0      0 7611940 286852 8175600    0    0     0     0  685  463 47  4 50  0  0
 2  0      0 7611940 286852 8175600    0    0     0    16  682  433 48  2 50  0  0
 2  0      0 7611940 286852 8175600    0    0     0     8  673  421 48  3 50  0  0
 2  0      0 7611940 286852 8175600    0    0     0     0  703  489 47  3 49  0  0
 2  0      0 7611940 286852 8175600    0    0     0     0  677  430 48  2 50  0  0
 2  0      0 7611940 286852 8175600    0    0     0     0  681  430 48  3 50  0  0
 2  0      0 7611940 286852 8175600    0    0     0    32  708  489 46  4 50  0  0
 2  0      0 7611940 286852 8175600    0    0     0     8  692  466 49  2 50  0  0
 2  0      0 7611940 286852 8175600    0    0     0     0  682  437 48  3 50  0  0
 2  0      0 7611940 286852 8175600    0    0     0     0  709  497 47  3 49  0  0
 2  0      0 7611940 286852 8175600    0    0     0     0  684  438 48  2 50  0  0
 2  0      0 7611940 286852 8175600    0    0     0    16  686  443 47  3 50  0  0
 2  0      0 7611940 286852 8175600    0    0     0    12  710  481 48  3 50  0  0
 2  0      0 7611940 286852 8175600    0    0     0     0  689  448 48  3 50  0  0
 2  0      0 7611940 286852 8175604    0    0     0     0  679  441 49  2 50  0  0
 2  0      0 7611940 286852 8175604    0    0     0     0  722  498 48  3 49  0  0
 2  0      0 7611940 286852 8175604    0    0     0    16  771  526 48  3 50  0  0
 2  0      0 7611940 286852 8175604    0    0     0     0  770  554 48  3 49  0  0
 2  0      0 7611940 286852 8175604    0    0     0     0  737  524 48  3 49  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 7611940 286852 8175604    0    0     0     0  699  451 47  4 50  0  0
 2  0      0 7611940 286852 8175604    0    0     0     0  699  450 47  3 50  0  0
 2  0      0 7611940 286852 8175608    0    0     0    16  748  540 49  1 49  0  0
 2  0      0 7611940 286852 8175608    0    0     0     0  705  464 48  2 50  0  0
 2  0      0 7611940 286852 8175608    0    0     0     0  688  446 49  2 50  0  0
 2  0      0 7611940 286852 8175608    0    0     0     0  725  503 48  3 50  0  0
 2  0      0 7611940 286852 8175608    0    0     0     0  709  473 48  2 49  0  0
 2  0      0 7611940 286852 8175608    0    0     0    16  697  467 47  3 49  0  0
 2  0      0 7611940 286852 8175608    0    0     0     0  725  522 48  2 50  0  0
 2  0      0 7611940 286852 8175608    0    0     0     0  725  526 48  3 50  0  0
 2  0      0 7611940 286852 8175608    0    0     0     0  713  499 48  3 50  0  0
 2  0      0 7611940 286852 8175608    0    0     0     0  718  511 48  3 49  0  0
 2  0      0 7611940 286852 8175608    0    0     0    16  721  534 48  3 50  0  0
 2  0      0 7611940 286852 8175608    0    0     0     0  713  500 49  2 50  0  0
 2  0      0 7611940 286852 8175608    0    0     0     0  731  546 49  2 50  0  0
 2  0      0 7611972 286852 8175608    0    0     0     0  703  481 47  3 50  0  0
 2  0      0 7611972 286852 8175608    0    0     0     0  697  492 47  4 50  0  0
 2  0      0 7611972 286852 8175608    0    0     0    16  725  492 49  2 49  0  0
 2  0      0 7611972 286852 8175608    0    0     0     8  741  508 48  2 50  0  0
 2  0      0 7611972 286852 8175608    0    0     0     0  693  420 49  2 50  0  0
 2  0      0 7611972 286852 8175608    0    0     0     0  716  462 49  1 50  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 7611972 286852 8175608    0    0     0     0  719  455 48  2 50  0  0
 2  0      0 7611972 286852 8175608    0    0     0    32  704  463 47  3 49  0  0
 2  0      0 7611972 286852 8175608    0    0     0    12  742  568 47  3 49  0  0
 2  0      0 7611972 286852 8175608    0    0     0     0  705  448 48  2 50  0  0
 2  0      0 7611972 286852 8175608    0    0     0     0  704  450 48  3 49  0  0
 2  0      0 7611972 286852 8175608    0    0     0     0  682  426 48  3 50  0  0
 2  0      0 7611972 286852 8175608    0    0     0    32  692  432 47  3 49  0  0
 2  0      0 7611972 286852 8175608    0    0     0    20  714  484 48  3 50  0  0
 2  0      0 7611972 286852 8175608    0    0     0     0  686  419 48  3 50  0  0
 2  0      0 7611972 286852 8175608    0    0     0     0  688  438 48  3 50  0  0
 2  0      0 7611972 286852 8175608    0    0     0     0  699  443 47  4 50  0  0
 2  0      0 7611972 286852 8175608    0    0     0    16  704  459 48  3 49  0  0
 2  0      0 7611972 286852 8175608    0    0     0     0  694  432 48  3 50  0  0
 2  0      0 7611972 286852 8175608    0    0     0     0  704  449 47  4 50  0  0
 2  0      0 7611972 286852 8175608    0    0     0     0  692  428 48  3 50  0  0
 2  0      0 7611972 286852 8175608    0    0     0     0  741  527 46  5 49  0  0
 2  0      0 7611972 286852 8175608    0    0     0    20  725  451 48  3 49  0  0
 2  0      0 7611972 286852 8175608    0    0     0     0  711  445 47  3 49  0  0
 2  0      0 7611972 286852 8175608    0    0     0     0  691  442 49  2 49  0  0
 2  0      0 7611972 286852 8175612    0    0     0     0  683  409 47  4 50  0  0
 2  0      0 7611972 286852 8175612    0    0     0     0  688  417 48  3 50  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 7611972 286856 8175612    0    0     0    16  701  452 48  3 49  0  0
 2  0      0 7611972 286856 8175612    0    0     0     0  680  427 48  2 49  0  0
 2  0      0 7611972 286856 8175612    0    0     0     0  693  443 48  3 50  0  0
 2  0      0 7611972 286856 8175612    0    0     0     0  678  415 48  3 50  0  0
 2  0      0 7611972 286856 8175612    0    0     0     0  673  408 48  3 49  0  0
 2  0      0 7611972 286856 8175612    0    0     0    16  695  442 47  4 49  0  0
 2  0      0 7611972 286856 8175612    0    0     0     0  720  482 48  2 49  0  0
 2  0      0 7611972 286856 8175612    0    0     0     0  684  424 48  3 50  0  0
 2  0      0 7611972 286856 8175612    0    0     0     0  683  420 48  2 50  0  0
 2  0      0 7611972 286856 8175612    0    0     0     0  694  449 48  2 49  0  0
 2  0      0 7611972 286856 8175612    0    0     0    16  713  437 48  3 50  0  0
 2  0      0 7611972 286856 8175612    0    0     0     8  688  431 48  3 50  0  0
 2  0      0 7611972 286856 8175612    0    0     0     0  705  465 48  3 50  0  0
 2  0      0 7611972 286856 8175612    0    0     0     0  664  399 48  3 50  0  0
 2  0      0 7611972 286856 8175612    0    0     0     0  674  415 48  2 50  0  0
 2  0      0 7612096 286860 8175612    0    0     0    32  715  467 48  3 50  0  0
 2  0      0 7612096 286860 8175612    0    0     0     8  699  437 47  3 50  0  0
 2  0      0 7612096 286860 8175612    0    0     0     0  729  504 48  3 49  0  0
 2  0      0 7612096 286860 8175612    0    0     0     0  750  542 48  2 49  0  0
 2  0      0 7612096 286860 8175612    0    0     0     0  762  559 49  2 49  0  0
 2  0      0 7612220 286860 8175592    0    0     0    16  708  461 46  4 49  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 7612220 286860 8175592    0    0     0    12  705  481 48  3 50  0  0
 2  0      0 7612220 286860 8175592    0    0     0     0  716  455 47  3 50  0  0
 2  0      0 7612220 286860 8175592    0    0     0     0  688  432 48  3 50  0  0
 2  0      0 7612220 286860 8175592    0    0     0     0  756  571 48  3 49  0  0
 2  0      0 7612220 286860 8175592    0    0     0    16  691  437 47  4 49  0  0
 2  0      0 7612220 286860 8175592    0    0     0     0  702  454 48  3 50  0  0
 2  0      0 7612220 286860 8175592    0    0     0     0  689  427 48  3 49  0  0
 2  0      0 7612220 286860 8175592    0    0     0     0  673  384 48  2 50  0  0
 2  0      0 7612220 286860 8175592    0    0     0     0  672  390 48  2 50  0  0
 2  0      0 7612220 286860 8175592    0    0     0    16  711  466 48  3 49  0  0
 2  0      0 7612220 286860 8175592    0    0     0     0  683  436 48  3 50  0  0
 2  0      0 7612220 286860 8175592    0    0     0     0  681  438 48  2 50  0  0
 2  0      0 7612220 286860 8175592    0    0     0     0  690  452 47  3 50  0  0
 2  0      0 7612220 286860 8175592    0    0     0     0  688  442 48  3 50  0  0
 2  0      0 7612220 286860 8175592    0    0     0    16  693  446 47  4 50  0  0
 2  0      0 7612220 286860 8175592    0    0     0     0  693  461 47  3 50  0  0
 2  0      0 7611972 286860 8175596    0    0     0    48  730  525 47  3 49  0  0
 2  0      0 7611972 286860 8175596    0    0     0     0  687  447 49  2 50  0  0
 2  0      0 7611972 286860 8175596    0    0     0     0  698  447 48  3 49  0  0
 2  0      0 7611972 286860 8175596    0    0     0     0  689  440 47  3 50  0  0
 2  0      0 7611972 286860 8175596    0    0     0     0  688  452 48  3 50  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 7611972 286860 8175596    0    0     0    44  711  488 47  4 49  0  0
 2  0      0 7611972 286860 8175600    0    0     0     0  682  430 49  2 50  0  0
 2  0      0 7611972 286860 8175600    0    0     0     0  700  424 47  3 50  0  0
 2  0      0 7611972 286860 8175600    0    0     0     0  697  453 48  3 49  0  0
 2  0      0 7611972 286860 8175600    0    0     0     8  695  454 47  3 50  0  0
 2  0      0 7611972 286860 8175600    0    0     0     0  677  438 47  4 50  0  0
 2  0      0 7611972 286860 8175600    0    0     0    32  693  458 48  3 49  0  0
 2  0      0 7611972 286860 8175600    0    0     0     0  685  427 48  3 50  0  0
 2  0      0 7611972 286860 8175600    0    0     0     0  702  461 48  2 50  0  0
 2  0      0 7611972 286860 8175600    0    0     0    12  684  446 47  4 49  0  0
 2  0      0 7611972 286860 8175600    0    0     0     0  674  419 48  2 50  0  0
 2  0      0 7611972 286860 8175600    0    0     0    28  685  439 48  3 50  0  0
 2  0      0 7611972 286860 8175600    0    0     0     0  697  453 48  3 50  0  0
 2  0      0 7611972 286860 8175600    0    0     0     0  677  424 47  4 50  0  0
 2  0      0 7611972 286860 8175600    0    0     0    56  685  435 48  3 50  0  0
 2  0      0 7611972 286860 8175600    0    0     0     0  688  448 48  3 49  0  0
 2  0      0 7611972 286860 8175600    0    0     0    16  683  443 48  3 50  0  0
 2  0      0 7611972 286860 8175600    0    0     0     0  678  416 48  2 50  0  0
 2  0      0 7611972 286860 8175600    0    0     0     0  698  440 48  3 49  0  0
 2  0      0 7611972 286860 8175600    0    0     0     0  691  440 49  2 49  0  0
 2  0      0 7611972 286860 8175600    0    0     0     0  685  438 46  4 50  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 7611972 286860 8175600    0    0     0    16  695  456 49  2 50  0  0
 2  0      0 7611972 286860 8175600    0    0     0     0  693  438 48  3 50  0  0
 2  0      0 7611972 286860 8175600    0    0     0     0  679  424 48  2 50  0  0
 2  0      0 7611972 286860 8175600    0    0     0     0  687  458 48  3 50  0  0
 2  0      0 7611972 286860 8175600    0    0     0     0  687  447 49  2 49  0  0
 2  0      0 7611972 286860 8175600    0    0     0    16  733  490 47  3 48  1  0
 2  0      0 7611972 286860 8175600    0    0     0     0  680  428 48  2 50  0  0
 2  0      0 7612004 286860 8175600    0    0     0     0  721  475 48  3 50  0  0
 2  0      0 7612004 286860 8175600    0    0     0   188  720  489 48  3 50  0  0
 2  0      0 7612004 286860 8175600    0    0     0     0  690  442 49  2 50  0  0
 2  0      0 7612004 286860 8175600    0    0     0    32  699  462 47  3 50  0  0
 2  0      0 7612004 286860 8175600    0    0     0     0  713  478 48  3 50  0  0
 2  0      0 7612004 286860 8175600    0    0     0     0  684  427 48  3 50  0  0
 2  0      0 7612004 286860 8175600    0    0     0     0  698  451 49  2 50  0  0
 2  0      0 7612004 286860 8175600    0    0     0     0  711  472 47  4 50  0  0
 2  0      0 7612004 286860 8175600    0    0     0    16  700  449 47  3 50  0  0
 2  0      0 7612004 286860 8175600    0    0     0     0  726  469 48  3 49  0  0
 2  0      0 7612004 286860 8175600    0    0     0     0  779  559 48  3 49  0  0
 2  0      0 7612004 286860 8175600    0    0     0     4  735  488 48  3 50  0  0
 2  0      0 7612004 286860 8175600    0    0     0     0  692  445 47  4 50  0  0
 2  0      0 7612004 286860 8175600    0    0     0    16  741  495 49  2 50  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 7612004 286860 8175600    0    0     0     0  703  430 48  3 50  0  0
 2  0      0 7612004 286860 8175600    0    0     0     0  692  438 48  2 50  0  0
 2  0      0 7612004 286860 8175600    0    0     0     8  723  498 47  4 50  0  0
 2  0      0 7612004 286860 8175604    0    0     0     0  701  451 48  3 50  0  0
 2  0      0 7612004 286860 8175604    0    0     0    16  694  438 48  3 49  0  0
 2  0      0 7612004 286860 8175604    0    0     0     0  708  454 48  3 50  0  0
 2  0      0 7612004 286860 8175604    0    0     0     0  706  458 47  3 50  0  0
 2  0      0 7612004 286860 8175604    0    0     0    16  710  456 48  2 50  0  0
 2  0      0 7612004 286860 8175604    0    0     0     0  718  489 48  2 50  0  0
 2  0      0 7612004 286860 8175604    0    0     0    16  700  442 48  2 50  0  0
 2  0      0 7612004 286860 8175604    0    0     0     0  706  454 48  3 50  0  0
 3  0      0 7612004 286860 8175604    0    0     0     0  712  461 48  3 50  0  0
 2  0      0 7612004 286860 8175604    0    0     0     0  699  448 47  3 50  0  0
 2  0      0 7612004 286860 8175604    0    0     0     0  712  469 47  4 50  0  0
 2  0      0 7612004 286860 8175604    0    0     0    16  712  463 48  3 50  0  0
 2  0      0 7612004 286860 8175604    0    0     0     0  704  441 48  3 49  0  0
 2  0      0 7612004 286860 8175604    0    0     0     0  723  487 47  3 50  0  0
 2  0      0 7612004 286860 8175604    0    0     0     0  735  529 47  4 50  0  0
 2  0      0 7612004 286860 8175604    0    0     0     0  708  467 48  3 49  0  0
 2  0      0 7612004 286860 8175604    0    0     0    16  700  441 47  3 50  0  0
 2  0      0 7612004 286860 8175604    0    0     0     0  712  434 48  3 50  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 7612004 286860 8175604    0    0     0     0  719  470 49  2 49  0  0
 2  0      0 7612004 286860 8175604    0    0     0     0  701  469 48  3 50  0  0
 2  0      0 7612004 286860 8175604    0    0     0     0  706  465 48  3 50  0  0
 2  0      0 7612004 286860 8175604    0    0     0    16  726  502 47  3 49  0  0
 2  0      0 7612004 286860 8175604    0    0     0     0  705  462 48  2 50  0  0
 3  0      0 7612004 286860 8175608    0    0     0     0  729  505 48  3 50  0  0
 2  0      0 7612004 286860 8175608    0    0     0     0  701  474 47  3 50  0  0
 2  0      0 7612004 286860 8175608    0    0     0     0  706  457 48  2 50  0  0
 2  0      0 7612004 286860 8175608    0    0     0    16  711  466 47  3 50  0  0
 2  0      0 7612004 286860 8175608    0    0     0     0  717  475 48  3 50  0  0
 2  0      0 7612004 286860 8175608    0    0     0     0  691  427 48  3 49  0  0
 2  0      0 7611316 286860 8175608    0    0     0     8  763  575 48  3 49  0  0
 2  0      0 7611632 286860 8175608    0    0     0     0  696  442 48  3 50  0  0
 2  0      0 7611632 286860 8175608    0    0     0    32  708  471 48  3 50  0  0
 2  0      0 7611632 286860 8175608    0    0     0     0  710  466 47  3 49  0  0
 2  0      0 7611632 286860 8175608    0    0     0     0  708  472 47  3 50  0  0
 2  0      0 7611632 286860 8175608    0    0     0    12  718  486 47  4 49  0  0
 2  0      0 7611632 286860 8175608    0    0     0     0  719  458 49  2 49  0  0
 2  0      0 7611632 286860 8175608    0    0     0    28  705  455 46  4 49  0  0
 2  0      0 7611632 286860 8175608    0    0     0     0  737  605 47  3 50  0  0
 2  0      0 7611632 286860 8175608    0    0     0     0  730  465 48  2 50  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 7611632 286860 8175608    0    0     0    20  730  461 48  3 50  0  0
 2  0      0 7611632 286860 8175608    0    0     0     0  726  457 49  2 50  0  0
 2  0      0 7611632 286860 8175608    0    0     0    16  764  499 48  2 50  0  0
 2  0      0 7611632 286860 8175608    0    0     0     0  703  458 48  3 49  0  0
 2  0      0 7611632 286860 8175608    0    0     0     0  728  501 47  4 49  0  0
 2  0      0 7611632 286860 8175608    0    0     0     0  689  466 47  3 50  0  0
 2  0      0 7611632 286860 8175612    0    0     0     0  671  406 48  3 50  0  0
 3  0      0 7611632 286860 8175612    0    0     0     0  686  432 49  2 50  0  0
 2  0      0 7611632 286860 8175612    0    0     0    16  683  421 47  4 50  0  0
 2  0      0 7611632 286860 8175612    0    0     0     0  666  398 47  3 50  0  0
 2  0      0 7611632 286860 8175612    0    0     0     0  700  479 48  3 50  0  0
 2  0      0 7611632 286860 8175612    0    0     0     0  680  448 47  4 50  0  0
 2  0      0 7611632 286860 8175612    0    0     0     0  671  424 48  2 50  0  0
 3  0      0 7611632 286860 8175612    0    0     0    16  717  485 48  3 49  0  0
 2  0      0 7611632 286860 8175612    0    0     0     0  709  457 48  2 49  0  0
 2  0      0 7611632 286860 8175612    0    0     0     0  699  465 48  3 50  0  0
 2  0      0 7611632 286860 8175612    0    0     0     0  749  536 48  2 50  0  0
 2  0      0 7611632 286860 8175612    0    0     0     0  758  545 47  3 50  0  0
 2  0      0 7611632 286860 8175612    0    0     0    16  689  446 48  3 50  0  0
 2  0      0 7611632 286860 8175612    0    0     0     0  776  591 48  3 49  0  0
 2  0      0 7611632 286860 8175612    0    0     0     0  735  499 48  3 50  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 7611632 286860 8175612    0    0     0     0  702  432 47  3 49  0  0
 2  0      0 7611632 286860 8175612    0    0     0     0  712  448 47  3 50  0  0
 2  0      0 7611632 286860 8175612    0    0     0    16  734  487 48  2 50  0  0
 2  0      0 7611632 286860 8175612    0    0     0     0  710  438 48  3 50  0  0
 2  0      0 7611632 286860 8175612    0    0     0     8  717  455 48  3 50  0  0
 2  0      0 7611632 286860 8175612    0    0     0     0  737  487 47  4 49  0  0
 2  0      0 7611632 286860 8175612    0    0     0     0  699  428 48  2 50  0  0
 2  0      0 7611632 286860 8175612    0    0     0    32  730  471 47  3 49  0  0
 2  0      0 7611632 286860 8175612    0    0     0     0  728  467 48  2 49  0  0
 2  0      0 7611632 286860 8175612    0    0     0     8  705  430 48  3 50  0  0
 2  0      0 7611632 286860 8175612    0    0     0     0  711  437 49  2 50  0  0
 2  0      0 7611632 286860 8175612    0    0     0     0  741  486 48  3 50  0  0
 2  0      0 7611632 286864 8175612    0    0     0    16  716  436 48  3 50  0  0
 2  0      0 7611632 286864 8175612    0    0     0     0  716  444 48  2 50  0  0
 2  0      0 7611632 286864 8175612    0    0     0    12  746  498 48  2 49  0  0
 2  0      0 7611632 286864 8175612    0    0     0     0  713  453 48  2 50  0  0
 2  0      0 7611632 286864 8175612    0    0     0     0  716  443 48  2 49  0  0
 2  0      0 7611632 286864 8175612    0    0     0    16  746  503 48  2 49  0  0
 2  0      0 7611632 286864 8175616    0    0     0     0  714  448 48  3 50  0  0
 2  0      0 7611632 286864 8175616    0    0     0     0  743  488 49  2 50  0  0
 2  0      0 7611632 286864 8175616    0    0     0     0  729  473 48  3 49  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  1      0 7611632 286864 8175616    0    0     0    16  712  453 48  2 50  0  0
 2  0      0 7611632 286864 8175616    0    0     0     0  714  448 47  4 49  0  0
 2  0      0 7611632 286864 8175616    0    0     0     0  749  513 48  2 50  0  0
 2  0      0 7611632 286864 8175616    0    0     0     0  718  465 48  3 50  0  0
 2  0      0 7611632 286864 8175616    0    0     0     0  721  474 47  3 50  0  0
 2  0      0 7611632 286864 8175616    0    0     0     0  734  492 48  3 50  0  0
 2  0      0 7611632 286864 8175616    0    0     0    16  721  463 48  2 49  0  0
 2  0      0 7611632 286864 8175616    0    0     0     0  723  470 47  3 50  0  0
 2  0      0 7611632 286864 8175616    0    0     0     0  736  504 47  3 49  0  0
 2  0      0 7611632 286864 8175616    0    0     0     0  708  451 49  2 50  0  0
 2  0      0 7611664 286864 8175620    0    0     0     0  716  455 47  3 50  0  0
 2  0      0 7611664 286864 8175620    0    0     0    16  744  509 48  3 49  0  0
 2  0      0 7611664 286864 8175620    0    0     0     0  728  476 47  3 50  0  0
 2  0      0 7611664 286864 8175620    0    0     0     0  720  464 48  3 49  0  0
 2  0      0 7611664 286864 8175620    0    0     0     0  733  495 49  2 50  0  0
 2  0      0 7611664 286864 8175620    0    0     0     0  719  447 47  3 50  0  0
 2  0      0 7611664 286864 8175620    0    0     0    16  703  454 48  3 50  0  0
 2  0      0 7611664 286864 8175620    0    0     0     0  733  476 49  2 50  0  0
 2  0      0 7611664 286864 8175620    0    0     0     8  719  478 48  2 50  0  0
 2  0      0 7611664 286864 8175620    0    0     0     0  730  475 48  3 50  0  0
 2  0      0 7611664 286864 8175620    0    0     0     0  750  493 48  2 50  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 7611664 286864 8175620    0    0     0    32  718  466 48  3 49  0  0
 2  0      0 7611664 286864 8175620    0    0     0     0  721  475 48  2 49  0  0
 2  0      0 7611664 286864 8175620    0    0     0    12  748  521 47  4 50  0  0
 2  0      0 7611664 286864 8175620    0    0     0     0  724  470 47  3 50  0  0
 2  0      0 7611664 286864 8175620    0    0     0     0  711  446 49  2 50  0  0
 2  0      0 7611664 286864 8175620    0    0     0    28  731  509 47  4 49  0  0
 2  0      0 7611664 286864 8175620    0    0     0     0  711  471 48  2 50  0  0
 2  0      0 7611664 286864 8175620    0    0     0    24  707  477 48  3 50  0  0
 2  0      0 7611664 286864 8175620    0    0     0     0  718  500 48  3 50  0  0
 2  0      0 7611664 286864 8175620    0    0     0     0  700  462 47  3 50  0  0
 2  0      0 7611664 286864 8175620    0    0     0    16  716  501 48  2 50  0  0
 2  0      0 7611664 286864 8175620    0    0     0     0  737  520 47  3 49  0  0
 2  0      0 7611664 286864 8175620    0    0     0     0  694  453 48  3 50  0  0
 2  0      0 7611664 286864 8175620    0    0     0     0  723  489 47  3 50  0  0
 2  0      0 7611664 286864 8175620    0    0     0     0  738  534 47  4 49  0  0
 2  0      0 7611664 286864 8175620    0    0     0    16  750  535 48  2 50  0  0
 2  0      0 7611664 286864 8175620    0    0     0     0  757  541 48  3 49  0  0
 3  0      0 7611664 286864 8175620    0    0     0     0  711  501 48  3 50  0  0
 4  0      0 7611664 286864 8175620    0    0     0     0  728  518 49  2 50  0  0
 6  0      0 7611664 286864 8175620    0    0     0     0  722  486 49  2 50  0  0
 2  0      0 7611664 286864 8175620    0    0     0    16  724  534 48  3 50  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 7611664 286864 8175620    0    0     0     0  703  477 49  2 50  0  0
 2  0      0 7611664 286864 8175620    0    0     0     0  702  482 47  4 50  0  0
 2  0      0 7611664 286864 8175620    0    0     0     0  713  508 48  2 49  0  0
 2  0      0 7611664 286864 8175620    0    0     0     0  696  458 47  3 50  0  0
 2  0      0 7611664 286864 8175620    0    0     0    16  710  488 48  3 50  0  0
 2  0      0 7611664 286864 8175620    0    0     0     0  714  496 49  2 49  0  0
 2  0      0 7611664 286864 8175620    0    0     0     0  702  478 47  3 50  0  0
 2  0      0 7611664 286864 8175620    0    0     0     0  704  456 48  2 50  0  0
 2  0      0 7611664 286864 8175620    0    0     0     0  736  495 48  3 50  0  0
 2  0      0 7611664 286864 8175620    0    0     0    16  705  474 49  2 50  0  0
 2  0      0 7611664 286864 8175620    0    0     0     0  709  476 48  3 49  0  0
 2  0      0 7611664 286864 8175620    0    0     0     4  724  533 48  3 49  0  0
 2  0      0 7611664 286864 8175620    0    0     0     0  685  415 47  3 50  0  0
 2  0      0 7611664 286864 8175624    0    0     0     0  684  414 48  3 50  0  0
 2  0      0 7611664 286864 8175624    0    0     0    16  707  460 47  4 50  0  0
 2  0      0 7611664 286864 8175624    0    0     0     0  698  450 47  3 49  0  0
 2  0      0 7611664 286864 8175624    0    0     0     8  706  466 47  3 50  0  0
 2  0      0 7611664 286864 8175624    0    0     0     0  723  510 48  3 49  0  0
 2  0      0 7611664 286864 8175624    0    0     0     0  697  423 48  3 50  0  0
 2  0      0 7611664 286864 8175624    0    0     0    16  705  444 47  3 49  0  0
 2  0      0 7611664 286864 8175624    0    0     0     0  727  503 48  3 50  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 7611664 286864 8175624    0    0     0     0  708  464 48  3 50  0  0
 2  0      0 7611664 286864 8175624    0    0     0     0  713  449 49  2 50  0  0
 2  0      0 7611664 286864 8175624    0    0     0     0  722  471 48  3 50  0  0
 2  0      0 7611664 286864 8175624    0    0     0    16  709  462 48  3 50  0  0
 2  0      0 7611664 286864 8175624    0    0     0     0  709  450 48  3 50  0  0
 2  0      0 7611664 286864 8175624    0    0     0     0  714  465 47  3 50  0  0
 2  0      0 7611664 286864 8175624    0    0     0     0  705  457 48  2 50  0  0
 2  0      0 7611664 286864 8175624    0    0     0     0  700  442 47  3 50  0  0
 2  0      0 7611664 286864 8175624    0    0     0    16  728  494 48  2 49  0  0
 2  0      0 7611664 286864 8175624    0    0     0     0  703  444 48  2 50  0  0
 2  0      0 7611168 286864 8175624    0    0     0     0  752  529 48  3 49  0  0
 2  0      0 7611168 286864 8175624    0    0     0     0  706  448 47  3 50  0  0
 2  0      0 7611168 286864 8175624    0    0     0     0  704  446 48  2 49  0  0
 2  0      0 7611168 286864 8175624    0    0     0    16  704  449 49  2 49  0  0
 2  0      0 7611168 286864 8175624    0    0     0     0  695  428 48  3 50  0  0
 2  0      0 7611168 286864 8175624    0    0     0     0  741  488 48  3 49  0  0
 2  0      0 7611168 286864 8175624    0    0     0     0  708  472 47  4 50  0  0
 3  0      0 7611168 286864 8175624    0    0     0     0  711  447 47  3 50  0  0
 2  0      0 7611168 286864 8175624    0    0     0    16  693  446 47  3 49  0  0
 2  0      0 7611292 286864 8175624    0    0     0     0  725  503 48  2 50  0  0
 2  0      0 7611292 286864 8175624    0    0     0     0  720  493 48  2 49  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 7611292 286864 8175624    0    0     0     0  688  445 48  2 50  0  0
lstm training finishs batch_size 16 layer_num 4 layer_size 400
 1  0      0 7812844 286864 8175780    0    0     0     0 2189 1198 33  9 58  0  0
